point_id,time,x,y,z,strand,mass_regime
P08214,0.67658385,6.78224022,-4.85851002,0.45275775,lower,balanced_late
P08215,0.67667614,6.79951144,-4.89864982,0.35056406,lower,balanced_late
P08216,0.67668975,6.75472373,5.11206518,-0.28363586,upper,balanced_late
P08217,0.67697063,6.76264121,4.97799918,-0.27139422,upper,balanced_late
P08218,0.67709091,6.79919024,0.12319518,0.09134071,middle,balanced_late
P08219,0.67712078,6.80113164,-4.8874831,0.23865724,lower,balanced_late
P08220,0.67723345,6.77566164,-0.10769068,0.23516203,middle,balanced_late
P08221,0.67730855,6.80407978,4.97184396,-0.15409565,upper,balanced_late
P08222,0.67741539,6.78177606,-4.97709383,0.3165436,lower,balanced_late
P08223,0.67744757,6.73026078,-0.32822563,0.10340254,middle,balanced_late
P08224,0.67769137,6.75507255,-4.9586081,0.37704829,lower,balanced_late
P08225,0.67791272,6.78070544,-4.88849633,0.34429342,lower,balanced_late
P08226,0.67792743,6.79791459,-5.03471343,0.43478942,lower,balanced_late
P08227,0.67797477,6.8144071,-5.0527541,0.32625607,lower,balanced_late
P08228,0.67843015,6.79919116,-0.01510184,0.16356001,middle,balanced_late
P08229,0.67855803,6.72716493,-0.06895429,-0.09334645,middle,balanced_late
P08230,0.67859675,6.80096246,4.86441796,-0.32350504,upper,balanced_late
P08231,0.67865637,6.80789044,-4.95653982,0.32378707,lower,balanced_late
P08232,0.67871991,6.74996833,4.8810618,-0.25847447,upper,balanced_late
P08233,0.67885415,6.7448792,4.86251389,-0.32877464,upper,balanced_late
P08234,0.67891409,6.77680539,4.8135746,-0.29699755,upper,balanced_late
P08235,0.67903753,6.78462908,4.94936731,-0.22820699,upper,balanced_late
P08236,0.67906993,6.78729981,-4.97589919,0.21739232,lower,balanced_late
P08237,0.67917474,6.84469796,-0.09448291,-0.07329407,middle,balanced_late
P08238,0.67921357,6.82767845,-4.94516444,0.41564169,lower,balanced_late
P08239,0.67921757,6.8200986,-4.88018543,0.44611975,lower,balanced_late
P08240,0.67945609,6.79151873,-4.99706441,0.28434369,lower,balanced_late
P08241,0.67948272,6.79528051,0.08720478,0.02843193,middle,balanced_late
P08242,0.67954012,6.75081225,-4.86177009,0.27731205,lower,balanced_late
P08243,0.67971025,6.77537253,4.72373745,-0.30294829,upper,balanced_late
P08244,0.67982397,6.81351242,-4.87753853,0.29299427,lower,balanced_late
P08245,0.68004995,6.82231689,-0.08972733,0.05875332,middle,balanced_late
P08246,0.68005363,6.77890071,-4.91446422,0.23654856,lower,balanced_late
P08247,0.68006794,6.77909042,-0.01625822,0.11864406,middle,balanced_late
P08248,0.6801422,6.79779905,4.87961216,-0.16798925,upper,balanced_late
P08249,0.68026102,6.79027746,4.94829584,-0.35080018,upper,balanced_late
P08250,0.68032338,6.81091664,0.00572697,0.15810309,middle,balanced_late
P08251,0.68036004,6.80746174,4.94375635,-0.15924989,upper,balanced_late
P08252,0.68043778,6.81097239,-4.91411852,0.36200151,lower,balanced_late
P08253,0.68045173,6.78832775,4.96999962,-0.30225509,upper,balanced_late
P08254,0.68076485,6.81953928,4.84704981,-0.25386214,upper,balanced_late
P08255,0.68076825,6.76169061,-0.18378354,-0.02246343,middle,balanced_late
P08256,0.68083177,6.86419473,0.02963971,0.07345767,middle,balanced_late
P08257,0.68086524,6.811041,-0.05257388,-0.04803426,middle,balanced_late
P08258,0.6810929,6.80262248,4.93053504,-0.20380274,upper,balanced_late
P08259,0.68115439,6.82406329,0.13051125,0.02114304,middle,balanced_late
P08260,0.68125509,6.80109876,-4.84505063,0.4317316,lower,balanced_late
P08261,0.68126512,6.82213773,-4.97931461,0.38304714,lower,balanced_late
P08262,0.68128236,6.81217426,-4.868869,0.35433971,lower,balanced_late
P08263,0.68138384,6.79158317,0.05035615,0.01729238,middle,balanced_late
P08264,0.68141363,6.8112124,-4.89729482,0.33489402,lower,balanced_late
P08265,0.68148022,6.84243542,-4.66405014,0.2445572,lower,balanced_late
P08266,0.6815522,6.80539234,5.00652796,-0.36716985,upper,balanced_late
P08267,0.68160612,6.79646635,5.08018444,-0.19489586,upper,balanced_late
P08268,0.68169876,6.81963137,-5.01205047,0.38279464,lower,balanced_late
P08269,0.6817073,6.82972034,0.09612974,-0.00530217,middle,balanced_late
P08270,0.68189035,6.77620971,-4.93186419,0.44940665,lower,balanced_late
P08271,0.68198698,6.83177738,4.82943789,-0.24663381,upper,balanced_late
P08272,0.68202718,6.82747521,0.05749418,-0.02658483,middle,balanced_late
P08273,0.68203081,6.81158975,-0.14442671,0.04640306,middle,balanced_late
P08274,0.68207616,6.81160482,-4.96331857,0.41436239,lower,balanced_late
P08275,0.68221371,6.78429941,-4.95274761,0.37978339,lower,balanced_late
P08276,0.68235774,6.7968551,-4.92149841,0.38221749,lower,balanced_late
P08277,0.68235869,6.88415258,-0.04372538,0.10483993,middle,balanced_late
P08278,0.68250859,6.84846102,-4.98777817,0.3367898,lower,balanced_late
P08279,0.68258358,6.8637574,0.14322106,0.03316122,middle,balanced_late
P08280,0.6826251,6.82635025,-0.02962927,0.19820542,middle,balanced_late
P08281,0.68263315,6.82761031,4.85758732,-0.29773763,upper,balanced_late
P08282,0.68267091,6.81326738,0.10376669,-0.12943073,middle,balanced_late
P08283,0.68273539,6.82818812,-0.03177472,-0.05164414,middle,balanced_late
P08284,0.68278066,6.88189881,-0.06310273,0.06990782,middle,balanced_late
P08285,0.68283891,6.8310028,-0.0695772,-0.12973311,middle,balanced_late
P08286,0.68294503,6.83211848,4.82772087,-0.21188364,upper,balanced_late
P08287,0.68302417,6.79199966,5.05627634,-0.29967093,upper,balanced_late
P08288,0.68306514,6.86525353,0.1081614,0.0426593,middle,balanced_late
P08289,0.68312292,6.85032979,4.69887944,-0.42675516,upper,balanced_late
P08290,0.68328511,6.87395905,-4.94683796,0.31888696,lower,balanced_late
P08291,0.68334414,6.83023345,-5.04398,0.32957003,lower,balanced_late
P08292,0.68335722,6.82593155,0.16117546,0.0796485,middle,balanced_late
P08293,0.6833639,6.82128195,0.00121792,0.15913807,middle,balanced_late
P08294,0.68344996,6.75425327,4.93266614,-0.25076677,upper,balanced_late
P08295,0.68356251,6.82601379,0.06704842,-0.00419651,middle,balanced_late
P08296,0.68366992,6.84201399,-4.95216181,0.26515329,lower,balanced_late
P08297,0.68392209,6.82859261,-4.99453032,0.33666378,lower,balanced_late
P08298,0.68395567,6.8512682,0.13533115,-0.03704414,middle,balanced_late
P08299,0.68403628,6.84173551,4.94329538,-0.09939253,upper,balanced_late
P08300,0.68427434,6.78657109,-4.90428626,0.31966847,lower,balanced_late
P08301,0.68434057,6.84290061,-4.79794774,0.47944176,lower,balanced_late
P08302,0.68434344,6.80464671,-4.76731402,0.33658782,lower,balanced_late
P08303,0.68438258,6.8144765,-4.90720776,0.37604615,lower,balanced_late
P08304,0.68442295,6.84383861,-4.97887852,0.22835954,lower,balanced_late
P08305,0.68490365,6.86140747,-4.87114243,0.28798331,lower,balanced_late
P08306,0.68514524,6.84639916,4.9315329,-0.27386444,upper,balanced_late
P08307,0.68533971,6.79615814,4.95085252,-0.28830826,upper,balanced_late
P08308,0.68538163,6.86368585,-5.04480847,0.38448527,lower,balanced_late
P08309,0.685422,6.89118273,-4.88370912,0.24186951,lower,balanced_late
P08310,0.68554853,6.88510419,-4.83898362,0.28987971,lower,balanced_late
P08311,0.68562734,6.87338078,-0.06696311,0.13325429,middle,balanced_late
P08312,0.68576571,6.87743993,5.12292213,-0.28405337,upper,balanced_late
P08313,0.68579484,6.80193821,0.27796442,-0.07403518,middle,balanced_late
P08314,0.68582745,6.86186908,-0.19731264,-0.05882284,middle,balanced_late
P08315,0.68598607,6.84494768,0.10206961,-0.00419502,middle,balanced_late
P08316,0.68619545,6.86992824,4.91260488,-0.25966136,upper,balanced_late
P08317,0.68635613,6.82798467,4.93059473,-0.24492042,upper,balanced_late
P08318,0.68642349,6.86502202,0.04499143,0.02570742,middle,balanced_late
P08319,0.68661166,6.83604165,-0.02154448,-0.0963118,middle,balanced_late
P08320,0.68671525,6.87018085,-4.81109943,0.25942585,lower,balanced_late
P08321,0.68680225,6.84165013,-4.93922886,0.26431172,lower,balanced_late
P08322,0.68698022,6.85821186,-4.91977564,0.16297529,lower,balanced_late
P08323,0.68699425,6.86420576,-4.9579026,0.53656516,lower,balanced_late
P08324,0.68701969,6.86695484,-4.81350047,0.1835432,lower,balanced_late
P08325,0.6870397,6.87450996,-4.9940379,0.38404274,lower,balanced_late
P08326,0.68706191,6.8545582,-0.12484719,-0.10497838,middle,balanced_late
P08327,0.68711613,6.88567883,-4.95274679,0.34450526,lower,balanced_late
P08328,0.68717812,6.82754435,-4.75710467,0.27919692,lower,balanced_late
P08329,0.68731658,6.87293894,4.82387671,-0.20907809,upper,balanced_late
P08330,0.68731933,6.87226997,-4.79653686,0.27640551,lower,balanced_late
P08331,0.6873249,6.8999875,-5.0584745,0.2833165,lower,balanced_late
P08332,0.68741278,6.87915661,0.01715921,-0.17076025,middle,balanced_late
P08333,0.68745432,6.83558473,0.12189874,-0.02693997,middle,balanced_late
P08334,0.68748045,6.8892718,-0.10530149,-0.00750632,middle,balanced_late
P08335,0.68754778,6.90009238,-5.0125807,0.35910958,lower,balanced_late
P08336,0.68755204,6.86659273,4.85923581,-0.18659524,upper,balanced_late
P08337,0.68757129,6.89839559,4.87248163,-0.22728983,upper,balanced_late
P08338,0.68768042,6.90315736,0.03319468,0.02676416,middle,balanced_late
P08339,0.68791048,6.87783612,0.05827155,-0.00936445,middle,balanced_late
P08340,0.68796341,6.88633805,-5.07864255,0.37374618,lower,balanced_late
P08341,0.68802018,6.92306459,-4.99682531,0.36274622,lower,balanced_late
P08342,0.68813146,6.90109156,-0.09294806,0.07514537,middle,balanced_late
P08343,0.68839565,6.8752888,4.80165548,-0.25537232,upper,balanced_late
P08344,0.68839871,6.86707038,-4.89004461,0.24353079,lower,balanced_late
P08345,0.68845293,6.89546236,4.82353828,-0.27776735,upper,balanced_late
P08346,0.68849289,6.89579733,-5.05112833,0.32780868,lower,balanced_late
P08347,0.6886966,6.89056593,-5.03664205,0.42677445,lower,balanced_late
P08348,0.68872424,6.91242827,4.94575324,-0.2377234,upper,balanced_late
P08349,0.68876151,6.87780197,0.23623352,-0.04214955,middle,balanced_late
P08350,0.68884251,6.8858812,-4.83757177,0.29713144,lower,balanced_late
P08351,0.68888818,6.85156152,4.89107386,-0.41682809,upper,balanced_late
P08352,0.68896614,6.90686483,-4.92456318,0.43831126,lower,balanced_late
P08353,0.6890155,6.86425032,0.00724579,-0.041687,middle,balanced_late
P08354,0.68915681,6.91258965,0.14927947,-0.01116995,middle,balanced_late
P08355,0.68938285,6.88121131,5.03526185,-0.20323351,upper,balanced_late
P08356,0.68945245,6.93369688,0.13528659,0.11354115,middle,balanced_late
P08357,0.68947629,6.92525408,4.85997044,-0.35808054,upper,balanced_late
P08358,0.68955314,6.92078453,-4.93484697,0.27091408,lower,balanced_late
P08359,0.68967769,6.91258784,-4.89125498,0.41084338,lower,balanced_late
P08360,0.68975495,6.9414597,4.89019396,-0.23595978,upper,balanced_late
P08361,0.6898268,6.89028234,5.07070085,-0.44566483,upper,balanced_late
P08362,0.68991046,6.899026,0.04237945,0.08883631,middle,balanced_late
P08363,0.68993956,6.89779406,4.97366438,-0.15566242,upper,balanced_late
P08364,0.69002807,6.90490037,-4.98598193,0.15143625,lower,balanced_late
P08365,0.69020133,6.90652838,-0.0079748,-0.04029996,middle,balanced_late
P08366,0.69023697,6.89441776,-4.79025145,0.30775515,lower,balanced_late
P08367,0.69028798,6.90856259,-0.04433316,0.03058152,middle,balanced_late
P08368,0.69032725,6.95433899,-4.94705247,0.35999088,lower,balanced_late
P08369,0.69037306,6.85258111,0.07326643,0.13747973,middle,balanced_late
P08370,0.69044329,6.89929506,-4.76816272,0.42905514,lower,balanced_late
P08371,0.69045881,6.91713117,4.94139636,-0.26076705,upper,balanced_late
P08372,0.69053546,6.89465638,0.01137595,0.04777408,middle,balanced_late
P08373,0.69067815,6.88541977,0.01760731,0.00296708,middle,balanced_late
P08374,0.69082556,6.92627178,4.93076251,-0.33050991,upper,balanced_late
P08375,0.69086518,6.9204253,-0.12880404,0.01436483,middle,balanced_late
P08376,0.69108067,6.92912518,-0.15184407,0.16301071,middle,balanced_late
P08377,0.69113322,6.90410643,-5.06077878,0.38314386,lower,balanced_late
P08378,0.69119407,6.90496084,0.03296216,-0.01963826,middle,balanced_late
P08379,0.69119975,6.94852104,-4.90961262,0.29888218,lower,balanced_late
P08380,0.69125875,6.89799166,-0.01891982,-0.07206827,middle,balanced_late
P08381,0.69133004,6.93185197,-4.99109798,0.27245726,lower,balanced_late
P08382,0.69138593,6.93757913,-4.81974138,0.30777454,lower,balanced_late
P08383,0.69141384,6.93868621,4.80622052,-0.34816518,upper,balanced_late
P08384,0.691522,6.93314421,-0.04274174,0.01994811,middle,balanced_late
P08385,0.6916332,6.9218329,4.8411542,-0.34787749,upper,balanced_late
P08386,0.69167696,6.93575153,-0.0181404,0.03307782,middle,balanced_late
P08387,0.69171767,6.92309449,-0.00401432,-0.08589283,middle,balanced_late
P08388,0.69173197,6.94399763,4.97938496,-0.31403287,upper,balanced_late
P08389,0.69190489,6.88984254,-0.10424479,0.0423944,middle,balanced_late
P08390,0.69209754,6.90128318,0.12124118,0.13689033,middle,balanced_late
P08391,0.69216333,6.91805787,-5.10589661,0.39677484,lower,balanced_late
P08392,0.69219343,6.88930128,4.89585814,-0.27963147,upper,balanced_late
P08393,0.69223207,6.95364407,-0.06680042,0.06311757,middle,balanced_late
P08394,0.69223685,6.93111958,4.89040958,-0.32107116,upper,balanced_late
P08395,0.69226859,6.94186636,4.95909145,-0.23722955,upper,balanced_late
P08396,0.69228176,6.94360321,-4.95236045,0.28714384,lower,balanced_late
P08397,0.69237951,6.94969631,-0.10411066,-0.02648249,middle,balanced_late
P08398,0.69249599,6.97235407,-0.05076806,0.12887408,middle,balanced_late
P08399,0.6925873,6.94447853,5.05511581,-0.24502658,upper,balanced_late
P08400,0.69268408,6.93941441,4.9352401,-0.36793461,upper,balanced_late
P08401,0.69276268,6.89951284,0.29078145,0.0275113,middle,balanced_late
P08402,0.69306667,6.98907792,-0.05477172,0.00527637,middle,balanced_late
P08403,0.6931623,6.92498305,-0.01810622,0.02931868,middle,balanced_late
P08404,0.69363069,6.88754986,0.04599329,0.11403724,middle,balanced_late
P08405,0.69364845,6.91425807,4.94812992,-0.42497941,upper,balanced_late
P08406,0.69368103,6.96355785,-4.96769176,0.18935528,lower,balanced_late
P08407,0.6936817,6.93788767,0.04843237,-0.09008148,middle,balanced_late
P08408,0.69376046,6.96214828,-0.1317411,-0.1334255,middle,balanced_late
P08409,0.69378885,6.90178943,0.17937203,-0.18828488,middle,balanced_late
P08410,0.69402088,6.89087701,4.99411307,-0.3020729,upper,balanced_late
P08411,0.69406559,6.91257589,-0.04063707,-0.04401459,middle,balanced_late
P08412,0.69425454,6.96761103,0.03715406,0.03804952,middle,balanced_late
P08413,0.69435642,6.93837513,0.03492714,0.07398979,middle,balanced_late
P08414,0.69450348,6.94103971,4.9523286,-0.33833384,upper,balanced_late
P08415,0.69459269,6.95294745,-4.81551221,0.26827043,lower,balanced_late
P08416,0.69468329,6.93503516,-0.04654769,0.03771588,middle,balanced_late
P08417,0.6947365,6.94421167,-5.07476072,0.30366936,lower,balanced_late
P08418,0.69488803,6.94435378,-4.83893832,0.20425017,lower,balanced_late
P08419,0.69492358,6.94889634,0.07218969,-0.00991999,middle,balanced_late
P08420,0.69498894,6.96571183,-4.99108947,0.40756137,lower,balanced_late
P08421,0.69508922,6.98525119,0.09310515,-0.09200389,middle,balanced_late
P08422,0.69529235,6.95882746,0.1172645,0.15268439,middle,balanced_late
P08423,0.69536878,6.94521775,-4.90532956,0.14587516,lower,balanced_late
P08424,0.69546908,6.98301874,-5.04021122,0.24879499,lower,balanced_late
P08425,0.69558203,6.9929687,-4.94835929,0.46135322,lower,balanced_late
P08426,0.69562692,6.9125272,-4.82774899,0.29975442,lower,balanced_late
P08427,0.69569262,7.00634104,-0.13393362,-0.03549054,middle,balanced_late
P08428,0.69571129,6.93002412,4.70519918,-0.28502153,upper,balanced_late
P08429,0.69585018,6.93969997,0.0551604,-0.10777283,middle,balanced_late
P08430,0.69595306,6.96783082,4.9474984,-0.34090102,upper,balanced_late
P08431,0.69599624,6.94643986,-0.03082275,-0.00905487,middle,balanced_late
P08432,0.696033,6.92498614,-4.85464642,0.31334051,lower,balanced_late
P08433,0.6960997,6.93575596,-0.11805672,0.07468485,middle,balanced_late
P08434,0.6961071,6.94415639,-5.00298536,0.1260688,lower,balanced_late
P08435,0.69610914,6.94633399,4.89761697,-0.2585907,upper,balanced_late
P08436,0.69616532,6.93336457,5.0849702,-0.23095241,upper,balanced_late
P08437,0.69622849,6.94387254,-0.05151253,0.02816368,middle,balanced_late
P08438,0.69627488,6.92989125,4.89239578,-0.33852862,upper,balanced_late
P08439,0.69645551,6.97338105,-0.29047276,0.04445638,middle,balanced_late
P08440,0.69647253,6.9466682,-5.01423679,0.31784754,lower,balanced_late
P08441,0.69670412,6.92913268,-4.92056067,0.12422205,lower,balanced_late
P08442,0.69691646,6.96857101,4.80703766,-0.23939,upper,balanced_late
P08443,0.69694407,7.03941067,4.85135831,-0.35174304,upper,balanced_late
P08444,0.69724437,6.97545865,0.0569067,-0.07705149,middle,balanced_late
P08445,0.69728877,6.96976157,0.0791451,0.02204108,middle,balanced_late
P08446,0.6974199,6.96987953,-4.89718255,0.26113593,lower,balanced_late
P08447,0.69744434,6.98737142,0.03899492,-0.03292182,middle,balanced_late
P08448,0.69748632,6.96571403,4.87647804,-0.35421525,upper,balanced_late
P08449,0.69751773,6.94116349,-4.98395962,0.32147998,lower,balanced_late
P08450,0.69763454,6.970256,0.02476009,-0.0331778,middle,balanced_late
P08451,0.69768713,7.00546403,4.85319101,-0.26358307,upper,balanced_late
P08452,0.69774301,6.98367598,-0.02013254,0.00863463,middle,balanced_late
P08453,0.69775007,6.96986599,-4.92321718,0.2218453,lower,balanced_late
P08454,0.69775228,6.974884,4.86813452,-0.27424663,upper,balanced_late
P08455,0.69775291,7.00869678,-0.11931609,-0.07726232,middle,balanced_late
P08456,0.69778291,6.99532643,-4.93524715,0.26477976,lower,balanced_late
P08457,0.69782946,6.9579729,-0.06795865,-0.18968463,middle,balanced_late
P08458,0.69787379,6.9755691,-0.08265481,0.06717009,middle,balanced_late
P08459,0.69787598,6.97894943,-4.78257235,0.30292292,lower,balanced_late
P08460,0.69788187,6.99094962,0.01118915,-0.04223518,middle,balanced_late
P08461,0.69812603,6.96642447,-4.92176634,0.37424521,lower,balanced_late
P08462,0.69816061,6.99469957,4.6923064,-0.35428803,upper,balanced_late
P08463,0.69818312,6.9763228,4.87471013,-0.38313391,upper,balanced_late
P08464,0.69823171,7.01229659,-4.72875808,0.29684502,lower,balanced_late
P08465,0.69828663,6.97443112,4.82920727,-0.50665597,upper,balanced_late
P08466,0.69847111,6.99143226,-4.93967955,0.31363725,lower,balanced_late
P08467,0.69847527,6.95845144,5.06771721,-0.29850146,upper,balanced_late
P08468,0.69851048,6.96982734,-4.90431849,0.23097091,lower,balanced_late
P08469,0.69856218,6.99595798,4.89847399,-0.38335031,upper,balanced_late
P08470,0.69858356,6.99104753,4.83904906,-0.35426537,upper,balanced_late
P08471,0.69866749,7.02284959,4.73532738,-0.39278032,upper,balanced_late
P08472,0.69926721,6.98733531,-0.12882917,0.01391551,middle,balanced_late
P08473,0.69936281,6.99989718,-4.89707155,0.4066193,lower,balanced_late
P08474,0.69936538,6.99112332,-5.02723005,0.30453108,lower,balanced_late
P08475,0.69945254,6.96547187,-4.87403164,0.36581406,lower,balanced_late
P08476,0.69949337,6.98677846,-0.26107649,-0.14147163,middle,balanced_late
P08477,0.69954309,6.96712598,-0.08751154,-0.17392599,middle,balanced_late
P08478,0.69958761,6.98781162,5.05441702,-0.37253151,upper,balanced_late
P08479,0.69960818,7.00659389,4.85932081,-0.39841011,upper,balanced_late
P08480,0.69966482,6.98821789,4.99766895,-0.41985278,upper,balanced_late
P08481,0.69974316,7.02968507,-4.82418561,0.337571,lower,balanced_late
P08482,0.70000881,6.95534812,5.16105123,-0.24978619,upper,balanced_late
P08483,0.70013388,7.00817719,-0.11810633,-0.03746729,middle,balanced_late
P08484,0.70025722,7.01895343,-4.83163865,0.32903529,lower,balanced_late
P08485,0.70036288,7.004653,4.78470365,-0.2767954,upper,balanced_late
P08486,0.70047555,6.98811656,0.14732651,0.0797233,middle,balanced_late
P08487,0.70048804,7.0177487,-4.98857841,0.2951688,lower,balanced_late
P08488,0.70064265,6.97365831,-4.93436813,0.27137986,lower,balanced_late
P08489,0.70066854,7.01311227,5.0115762,-0.30645558,upper,balanced_late
P08490,0.70069776,6.96098095,5.08380946,-0.26428726,upper,balanced_late
P08491,0.7007411,7.00103131,4.82047922,-0.19363033,upper,balanced_late
P08492,0.70078351,7.0078582,0.01773175,-0.02723069,middle,balanced_late
P08493,0.70089237,6.97271895,-0.04680043,-0.01613924,middle,balanced_late
P08494,0.70089439,6.97204742,4.78566297,-0.3111029,upper,balanced_late
P08495,0.70091093,6.98544997,-0.06814168,-0.17319788,middle,balanced_late
P08496,0.70091347,7.08168846,-0.13012994,-0.00650877,middle,balanced_late
P08497,0.70098805,7.00943707,-5.06033446,0.23803143,lower,balanced_late
P08498,0.70109079,6.95432624,-4.96157684,0.19806887,lower,balanced_late
P08499,0.70120068,7.03944882,4.91112628,-0.30275207,upper,balanced_late
P08500,0.70134135,7.02647912,4.90568509,-0.31028085,upper,balanced_late
P08501,0.70147594,7.01185495,0.1094371,-0.07240167,middle,balanced_late
P08502,0.70152655,7.02354685,-0.03867821,-0.18345098,middle,balanced_late
P08503,0.70153722,6.96444518,-0.20254097,-0.15265437,middle,balanced_late
P08504,0.70156307,6.99756725,-5.07913449,0.1882165,lower,balanced_late
P08505,0.70160583,7.03163533,4.88403466,-0.32878616,upper,balanced_late
P08506,0.70164306,7.03092097,-0.00074358,0.03998783,middle,balanced_late
P08507,0.70170601,7.0161805,-0.06818751,-0.0228784,middle,balanced_late
P08508,0.70170673,7.06465954,-4.95939359,0.24558304,lower,balanced_late
P08509,0.70177283,6.99688595,0.04436998,-0.10075929,middle,balanced_late
P08510,0.7018756,7.01677919,-4.82204116,0.28421117,lower,balanced_late
P08511,0.70200864,6.99594342,4.88671315,-0.27426797,upper,balanced_late
P08512,0.70204298,7.07886409,4.98829588,-0.3874884,upper,balanced_late
P08513,0.70214471,6.99581912,4.9897405,-0.39446662,upper,balanced_late
P08514,0.70218565,7.06135317,-0.09785474,-0.14926817,middle,balanced_late
P08515,0.70230014,7.00293872,-5.12032909,0.19807437,lower,balanced_late
P08516,0.7024621,7.04035522,4.84215683,-0.37895536,upper,balanced_late
P08517,0.70254441,7.09161979,0.20102406,0.00548995,middle,balanced_late
P08518,0.70269175,7.01025708,-5.03241879,0.35699632,lower,balanced_late
P08519,0.70282808,7.04096261,-0.0544911,0.02095062,middle,balanced_late
P08520,0.70294505,7.05303923,-4.8499473,0.26117402,lower,balanced_late
P08521,0.70299756,7.0014612,-4.99779005,0.2895538,lower,balanced_late
P08522,0.70300566,7.06237411,4.65066993,-0.3143524,upper,balanced_late
P08523,0.70311071,7.0299811,0.05615504,-0.07874771,middle,balanced_late
P08524,0.70333561,7.09118083,-0.00937746,-0.03067252,middle,balanced_late
P08525,0.70338214,7.03706588,-0.06696497,0.05700523,middle,balanced_late
P08526,0.70342092,7.01779962,-0.07664135,-0.10330018,middle,balanced_late
P08527,0.70357136,6.96723126,-0.07911625,-0.04847123,middle,balanced_late
P08528,0.70362674,7.00846354,0.03059689,-0.21460892,middle,balanced_late
P08529,0.70385095,7.04614307,4.69598208,-0.30109902,upper,balanced_late
P08530,0.70395599,7.04484452,-4.93012436,0.34325679,lower,balanced_late
P08531,0.70397436,7.06210424,4.89084099,-0.4719414,upper,balanced_late
P08532,0.70411506,7.07957357,4.88915328,-0.17478852,upper,balanced_late
P08533,0.70427073,7.05322055,4.90883453,-0.34235821,upper,balanced_late
P08534,0.70428506,7.01425187,-4.80867764,0.28485444,lower,balanced_late
P08535,0.70451711,7.04132595,-0.09913715,-0.22956695,middle,balanced_late
P08536,0.70455957,7.08657082,-4.74958651,0.38660238,lower,balanced_late
P08537,0.70461264,7.05051709,-5.28910815,0.15681429,lower,balanced_late
P08538,0.70468698,7.08864419,-4.99425116,0.32670166,lower,balanced_late
P08539,0.70473255,7.06019688,-0.07147276,-0.08894002,middle,balanced_late
P08540,0.70477551,7.04658676,-0.00423036,-0.01226802,middle,balanced_late
P08541,0.7047809,7.03921536,4.74038953,-0.27317267,upper,balanced_late
P08542,0.70485963,7.05407825,4.7013306,-0.26034189,upper,balanced_late
P08543,0.70488526,7.06109129,0.07298104,-0.07570168,middle,balanced_late
P08544,0.70500841,7.02748153,-4.94824663,0.21195818,lower,balanced_late
P08545,0.70510906,7.06373244,0.02904559,-0.03714461,middle,balanced_late
P08546,0.70542264,7.04626028,4.81969249,-0.45888443,upper,balanced_late
P08547,0.70544062,7.09041471,4.90322632,-0.29751713,upper,balanced_late
P08548,0.70572025,7.06519384,4.97665551,-0.399385,upper,balanced_late
P08549,0.70589635,7.0654707,0.01934481,-0.12526081,middle,balanced_late
P08550,0.70596449,7.08443919,-0.0113958,0.01237664,middle,balanced_late
P08551,0.70598981,7.10786374,-4.92595106,0.3372234,lower,balanced_late
P08552,0.70609834,7.06173628,5.10778585,-0.33094164,upper,balanced_late
P08553,0.70610034,7.08427427,-5.02339723,0.19921417,lower,balanced_late
P08554,0.706114,7.08919597,-0.08402464,-0.11373976,middle,balanced_late
P08555,0.70628577,7.08355029,4.92831557,-0.38661829,upper,balanced_late
P08556,0.70632649,7.078739,4.87756176,-0.38219053,upper,balanced_late
P08557,0.70647898,7.09207329,5.00387812,-0.22494924,upper,balanced_late
P08558,0.70661594,7.03238114,-4.85430948,0.21210717,lower,balanced_late
P08559,0.70679189,7.07352817,-0.03527284,0.06352598,middle,balanced_late
P08560,0.70703898,7.07036236,4.93240134,-0.51645443,upper,balanced_late
P08561,0.70704671,7.06311139,-0.24150135,-0.240996,middle,balanced_late
P08562,0.70713777,7.09260404,-4.92232528,0.32838583,lower,balanced_late
P08563,0.70717683,7.06835994,4.90604236,-0.35546452,upper,balanced_late
P08564,0.7071849,7.08852996,-4.97668834,0.4121392,lower,balanced_late
P08565,0.70719847,7.0271781,-4.90477968,0.38255953,lower,balanced_late
P08566,0.70728297,7.05519455,0.00692789,-0.15361953,middle,balanced_late
P08567,0.7073208,7.08129064,4.8941122,-0.32669429,upper,balanced_late
P08568,0.70734974,7.08680576,-4.88651622,0.30808713,lower,balanced_late
P08569,0.70737242,7.09150034,-5.01627841,0.26856723,lower,balanced_late
P08570,0.70740576,7.11147531,-0.09690037,-0.08627347,middle,balanced_late
P08571,0.70740652,7.06304385,4.88948638,-0.32038088,upper,balanced_late
P08572,0.70751398,7.07271278,-0.08598735,-0.17702874,middle,balanced_late
P08573,0.70763258,7.05410993,-5.22408697,0.17422652,lower,balanced_late
P08574,0.70774821,7.07775519,4.83113776,-0.31971666,upper,balanced_late
P08575,0.70789278,7.10147841,5.00240227,-0.36712186,upper,balanced_late
P08576,0.70795498,7.13345848,-0.052903,-0.0545134,middle,balanced_late
P08577,0.70803841,7.09271246,-4.74512793,0.27179007,lower,balanced_late
P08578,0.70806253,7.07995987,4.90146423,-0.32206588,upper,balanced_late
P08579,0.70818393,7.10647219,-5.2355188,0.13314736,lower,balanced_late
P08580,0.70820741,7.03874676,4.9270083,-0.58956706,upper,balanced_late
